stage,num_players,hand_odds,std_odds,last_action,action
preflop,8,0.09,0.012483299073775347,bets,folds
preflop,7,0.099,0.04892391906963879,bets,folds
preflop,6,0.092,0.023815237013509103,bets,folds
preflop,5,0.076,-0.004754932186188322,bets,folds
preflop,4,0.076,0.06639270920946415,bets,folds
flop,3,0.7530454042081949,0.3420709244701532,checks,bets
flop,3,0.10631229235880399,0.24974904081659888,bets,calls
flop,3,0.13399778516057587,0.3555851302457797,bets,calls
turn,3,0.7380952380952381,0.2978476443495165,checks,bets
turn,3,0.09523809523809523,0.253166931560763,bets,folds
turn,2,0.16666666666666666,0.34415975539790644,bets,calls
river,2,1.0,0.5127068543569188,checks,bets
river,2,0.0,0.45899861101970635,bets,folds
preflop,9,0.106,0.01894320562963259,checks,bets
preflop,9,0.129,0.07529696838788597,bets,calls
preflop,9,0.137,0.0864872993548115,bets,calls
preflop,9,0.06,0.022520724189255586,bets,folds
preflop,8,0.095,0.07851517368630716,bets,folds
preflop,7,0.108,0.02669293432898894,bets,calls
preflop,7,0.139,0.04642430191429581,bets,calls
preflop,7,0.067,0.0188459432504622,bets,folds
preflop,6,0.062,-0.002559286721871872,bets,folds
flop,5,0.2941970310391363,0.12153710865329682,checks,bets
flop,5,0.3252361673414305,0.1379030128602004,bets,raises
flop,5,0.21862348178137653,0.11178146466303113,raises,calls
flop,5,0.09581646423751687,0.10750648098407922,raises,folds
flop,4,0.06612685560053981,0.1177394167222602,raises,folds
flop,3,0.2941970310391363,0.07352444335666015,raises,re-raises
flop,3,0.3252361673414305,0.16124230807849044,re-raises,calls
flop,3,0.21862348178137653,0.09154484644418676,re-raises,folds
turn,2,0.7727272727272727,0.2692249320675473,checks,bets
turn,2,0.22727272727272727,0.32214187906811476,bets,calls
river,2,1.0,0.463245760234874,checks,bets
river,2,0.0,0.521931063430594,bets,folds
preflop,9,0.131,-0.013063433528450175,checks,bets
preflop,9,0.065,0.019830735466761045,bets,folds
preflop,8,0.048,0.006459780552228768,bets,folds
preflop,7,0.132,0.024263029317725258,bets,calls
preflop,7,0.121,-0.012006554881492455,bets,calls
preflop,7,0.068,-0.017641208507673183,bets,folds
preflop,6,0.092,0.0892375790913369,bets,folds
preflop,5,0.067,0.06398759883314742,bets,folds
preflop,4,0.078,0.025122006898621384,bets,folds
flop,3,0.8073089700996677,0.3173320800730674,checks,bets
flop,3,0.0753045404208195,0.35469465998107985,bets,folds
flop,2,0.11738648947951273,0.33205974314938136,bets,calls
turn,2,0.9545454545454546,0.42561477016240196,checks,bets
turn,2,0.045454545454545456,0.44386434884930237,bets,folds
preflop,9,0.091,-0.025009184258103407,checks,checks
preflop,9,0.139,0.032744450019081384,checks,bets
preflop,9,0.098,0.060860485195399466,bets,folds
preflop,8,0.08,0.04242654842635592,bets,folds
preflop,7,0.12,-0.009245933617480648,bets,calls
preflop,7,0.092,-0.009189390261580166,bets,folds
preflop,6,0.078,0.07100094015833996,bets,folds
preflop,5,0.12,0.05928054231956566,bets,calls
preflop,5,0.079,0.07992665424941293,bets,folds
preflop,4,0.091,-0.028091624669056774,bets,folds
flop,3,0.1893687707641196,0.06903468583256014,checks,bets
flop,3,0.40863787375415284,0.08306522175464008,bets,raises
flop,3,0.4019933554817276,0.1465075084381662,raises,re-raises
flop,3,0.1893687707641196,0.1031528885411284,re-raises,folds
flop,2,0.40863787375415284,0.09049706453068976,re-raises,calls
turn,2,0.36363636363636365,0.1171797922973594,checks,bets
turn,2,0.6363636363636364,0.18972650498212468,bets,raises
turn,2,0.36363636363636365,0.10109829731252028,raises,re-raises
turn,2,0.6363636363636364,0.1163089239244244,re-raises,calls
river,2,0.0,0.5149695723574115,checks,checks
river,2,1.0,0.529860681099159,checks,bets
river,2,0.0,0.4820627472688804,bets,folds
preflop,9,0.112,0.06283099844699638,checks,bets
preflop,9,0.086,0.03183277258666733,bets,folds
preflop,8,0.056,-0.010090006382257474,bets,folds
preflop,7,0.07,0.055501985608890726,bets,folds
preflop,6,0.14,0.043807039410236774,bets,calls
preflop,6,0.14,0.07791226578886395,bets,calls
preflop,6,0.109,-0.013003143250676648,bets,calls
preflop,6,0.135,0.048481560034126674,bets,calls
preflop,6,0.081,0.024126867136788112,bets,folds
flop,5,0.19163292847503374,0.12414114519607151,checks,bets
flop,5,0.04588394062078273,0.16634096406905768,bets,folds
flop,4,0.0,0.1402309968506946,bets,folds
flop,3,0.4291497975708502,0.18931532045537858,bets,raises
flop,3,0.10256410256410256,0.16492397883833965,raises,calls
flop,3,0.19163292847503374,0.18519377105919327,raises,calls
turn,3,0.23809523809523808,0.215410996299842,checks,bets
turn,3,0.6904761904761905,0.21753787668923338,bets,raises
turn,3,0.07142857142857142,0.22958219771138627,raises,folds
turn,2,0.23809523809523808,0.24772061808784412,raises,calls
river,2,1.0,0.4534998498321359,checks,bets
river,2,0.0,0.526655889273228,bets,folds
preflop,9,0.07,0.09419321735895188,checks,checks
preflop,9,0.112,0.04546329389103866,checks,bets
preflop,9,0.092,0.04117789000695888,bets,folds
preflop,8,0.098,0.05684089295027863,bets,folds
preflop,7,0.172,0.04300555053886014,bets,calls
preflop,7,0.066,0.034309268024777614,bets,folds
preflop,6,0.121,0.09200377108681826,bets,calls
preflop,6,0.222,0.055055700391964196,bets,calls
preflop,6,0.261,0.10187044049132303,bets,raises
preflop,6,0.07,0.10045331897383657,raises,folds
preflop,5,0.112,0.08241150425841041,raises,calls
preflop,5,0.172,0.04638500308982342,raises,calls
preflop,5,0.121,0.11585735331972076,raises,calls
preflop,5,0.222,0.03324860375752589,raises,calls
flop,5,0.15519568151147098,0.15805015799198038,checks,bets
flop,5,0.0931174089068826,0.17125911309155473,bets,folds
flop,4,0.04723346828609987,0.2562926239292056,bets,folds
flop,3,0.09851551956815115,0.19002666353592423,bets,folds
flop,2,0.6059379217273954,0.18978091142376324,bets,raises
flop,2,0.15519568151147098,0.16315505030643185,raises,calls
turn,2,0.1590909090909091,0.39283699042235776,checks,bets
turn,2,0.8409090909090909,0.32716378070287305,bets,raises
turn,2,0.1590909090909091,0.3461387309072762,raises,calls
river,2,0.0,0.5073563480472973,checks,checks
river,2,1.0,0.49967935465977165,checks,bets
river,2,0.0,0.5444342074054501,bets,folds
preflop,9,0.068,0.06914125340544491,checks,checks
preflop,9,0.142,0.08439501229622501,checks,bets
preflop,9,0.144,0.07882483180597226,bets,calls
preflop,9,0.12,0.0682022109302669,bets,calls
preflop,9,0.068,0.0036652278156666246,bets,folds
preflop,8,0.068,0.04698721422609735,bets,folds
preflop,7,0.113,0.0415420364745599,bets,calls
preflop,7,0.173,0.01793581770470968,bets,calls
preflop,7,0.063,0.07136800559290891,bets,folds
preflop,6,0.068,0.009847401421268182,bets,folds
flop,5,0.03643724696356275,0.23341115213926306,checks,checks
flop,5,0.5600539811066126,0.17938268471319,checks,bets
flop,5,0.014844804318488529,0.2554177633850906,bets,folds
flop,4,0.10661268556005399,0.23379125812263013,bets,calls
flop,4,0.2321187584345479,0.25287907160891543,bets,calls
flop,4,0.03643724696356275,0.19956630538120163,bets,folds
turn,3,0.6428571428571429,0.23622593718110912,checks,bets
turn,3,0.07142857142857142,0.26537613834426,bets,folds
turn,2,0.2857142857142857,0.2733746048532915,bets,raises
turn,2,0.6428571428571429,0.18747923858375262,raises,re-raises
turn,2,0.2857142857142857,0.28141655515634006,re-raises,calls
river,2,0.0,0.5469281078149333,checks,checks
river,2,1.0,0.506954677494369,checks,bets
river,2,0.0,0.507523439796659,bets,folds
preflop,9,0.132,0.002111641381935113,checks,bets
preflop,9,0.095,0.022895367872093578,bets,folds
preflop,8,0.093,0.04579883050053969,bets,folds
preflop,7,0.145,0.011399100323533713,bets,calls
preflop,7,0.068,0.01129469133761641,bets,folds
preflop,6,0.078,-0.009765346220518202,bets,folds
preflop,5,0.113,0.038278047264327084,bets,calls
preflop,5,0.067,0.03882533740180774,bets,folds
preflop,4,0.176,0.06528899818537248,bets,calls
flop,4,0.007317073170731708,0.15831690121327638,checks,checks
flop,4,0.26707317073170733,0.10763113932516824,checks,bets
flop,4,0.15365853658536585,0.13438743358775343,bets,calls
flop,4,0.4378048780487805,0.11414426893682607,bets,raises
flop,4,0.007317073170731708,0.17089705109509523,raises,folds
flop,3,0.26707317073170733,0.11995924483006691,raises,re-raises
flop,3,0.15365853658536585,0.1198731804048793,re-raises,folds
flop,2,0.4378048780487805,0.11663769604828234,re-raises,calls
turn,2,0.6818181818181818,0.14434583632546116,checks,bets
turn,2,0.3181818181818182,0.18492304649038627,bets,raises
turn,2,0.6818181818181818,0.16360861190255782,raises,re-raises
turn,2,0.3181818181818182,0.22175794063760274,re-raises,calls
river,2,1.0,0.5496411689736044,checks,bets
river,2,0.0,0.45388415912095137,bets,folds
preflop,9,0.078,0.012559253894633058,checks,checks
preflop,9,0.069,0.022230644507793253,checks,checks
preflop,9,0.08,0.07473258258480468,checks,checks
preflop,9,0.193,0.010785836636611843,checks,bets
preflop,9,0.082,0.05179246644479056,bets,folds
preflop,8,0.061,0.07221374114998792,bets,folds
preflop,7,0.134,-0.00729431987084201,bets,calls
preflop,7,0.096,0.000663690615558106,bets,folds
preflop,6,0.092,0.08698793202855658,bets,folds
preflop,5,0.078,0.018006907453588673,bets,folds
preflop,4,0.069,0.07234899041081205,bets,folds
preflop,3,0.08,0.06536227178109001,bets,folds
flop,2,0.8747474747474747,0.3424922717448678,checks,bets
flop,2,0.12222222222222222,0.32917464179596884,bets,calls
turn,2,0.9318181818181818,0.43750792464488136,checks,bets
turn,2,0.06818181818181818,0.4151249134851244,bets,folds
preflop,9,0.173,0.02747617302126374,checks,bets
preflop,9,0.06,0.03131669295106461,bets,folds
preflop,8,0.166,0.031179395964280356,bets,calls
preflop,8,0.088,0.057667478711683685,bets,folds
preflop,7,0.127,0.028840102342628467,bets,calls
preflop,7,0.108,-0.005785031375658577,bets,calls
preflop,7,0.056,0.09236723591197807,bets,folds
preflop,6,0.062,0.0741843991729445,bets,folds
preflop,5,0.078,0.06929708309404847,bets,folds
flop,4,0.19634146341463415,0.1322684000933905,checks,bets
flop,4,0.16097560975609757,0.12184429683463813,bets,calls
flop,4,0.45975609756097563,0.16024234449960545,bets,raises
flop,4,0.18292682926829268,0.11008010764303894,raises,calls
flop,4,0.19634146341463415,0.09022656912405072,raises,calls
flop,4,0.16097560975609757,0.0849252034733517,raises,calls
turn,4,0.225,0.16337411081943487,checks,bets
turn,4,0.075,0.13991623529120428,bets,folds
turn,3,0.55,0.14084635148514335,bets,raises
turn,3,0.15,0.2005726846936861,raises,calls
turn,3,0.225,0.16926319012952745,raises,calls
river,3,1.0,0.520966301415615,checks,bets
river,3,0.0,0.4584784206731837,bets,folds
river,2,0.0,0.5016594788850349,bets,folds
preflop,9,0.099,0.07862855612767133,checks,checks
preflop,9,0.062,0.09156562246309806,checks,checks
preflop,9,0.081,0.11574456756870394,checks,checks
preflop,9,0.058,0.04851377175179324,checks,checks
preflop,9,0.137,0.07765688647629954,checks,bets
preflop,9,0.048,0.05550056396895907,bets,folds
preflop,8,0.171,0.06751789785432334,bets,calls
preflop,8,0.131,0.05189751373141309,bets,calls
preflop,8,0.311,0.10995833163108322,bets,raises
preflop,8,0.099,0.06114527062402268,raises,folds
preflop,7,0.062,0.11147531292383797,raises,folds
preflop,6,0.081,0.11419447597517038,raises,folds
preflop,5,0.058,0.11872729405052308,raises,folds
preflop,4,0.137,0.11650221110517109,raises,calls
preflop,4,0.171,0.05318494046051743,raises,calls
preflop,4,0.131,0.04601447926283034,raises,calls
flop,4,0.0,0.36698378536207454,checks,checks
flop,4,0.0,0.4352611237704158,checks,checks
flop,4,0.03048780487804878,0.3917288350724021,checks,checks
flop,4,0.9439024390243902,0.3924477213025207,checks,bets
flop,4,0.0,0.4136152769257501,bets,folds
flop,3,0.0,0.42724972748918366,bets,folds
flop,2,0.03048780487804878,0.368409111761502,bets,folds
preflop,9,0.107,-0.006240419499176114,checks,bets
preflop,9,0.121,0.000941955473385693,bets,calls
preflop,9,0.094,0.05281871273292354,bets,folds
preflop,8,0.058,0.09102355398967168,bets,folds
preflop,7,0.091,0.061010414746489,bets,folds
preflop,6,0.101,-0.007497716686111891,bets,calls
preflop,6,0.173,0.042699079306275756,bets,calls
preflop,6,0.083,0.045113708049025786,bets,folds
preflop,5,0.155,0.017286426463688075,bets,calls
flop,5,0.15654520917678813,0.20088230314271843,checks,bets
flop,5,0.09041835357624832,0.20807691982397908,bets,folds
flop,4,0.004048582995951417,0.1364207399611006,bets,folds
flop,3,0.19163292847503374,0.16110519878060645,bets,calls
flop,3,0.5263157894736842,0.20234011758124623,bets,raises
flop,3,0.15654520917678813,0.22192668611353822,raises,calls
flop,3,0.19163292847503374,0.13970147422986026,raises,calls
turn,3,0.07142857142857142,0.3563178523593766,checks,checks
turn,3,0.09523809523809523,0.33671097204070566,checks,checks
turn,3,0.8333333333333334,0.39402060943926864,checks,bets
turn,3,0.07142857142857142,0.3235112410145046,bets,folds
turn,2,0.09523809523809523,0.32952811791062947,bets,folds
preflop,9,0.119,0.05165114703003472,checks,bets
preflop,9,0.193,0.0004187495399498378,bets,calls
preflop,9,0.137,0.015415568077731139,bets,calls
preflop,9,0.06,0.039032290270614646,bets,folds
preflop,8,0.056,0.0029417915049048463,bets,folds
preflop,7,0.114,0.0503134685144152,bets,calls
preflop,7,0.058,0.030514958591942747,bets,folds
preflop,6,0.176,0.023680420507224173,bets,calls
preflop,6,0.088,0.033751067345393064,bets,folds
flop,5,0.1241565452091768,0.230280088321507,checks,bets
flop,5,0.5290148448043185,0.17208534377775275,bets,raises
flop,5,0.0796221322537112,0.19786196118639832,raises,folds
flop,4,0.032388663967611336,0.15849828232110974,raises,folds
flop,3,0.23481781376518218,0.14053552724445506,raises,calls
flop,3,0.1241565452091768,0.13112845828110115,raises,calls
turn,3,0.0,0.4258943538595356,checks,checks
turn,3,0.047619047619047616,0.4262398867946876,checks,checks
turn,3,0.9523809523809523,0.47061581187518564,checks,bets
turn,3,0.0,0.41530826705587026,bets,folds
turn,2,0.047619047619047616,0.38949258781148055,bets,folds
preflop,9,0.142,0.02545530202148344,checks,bets
preflop,9,0.092,0.06437513683992763,bets,folds
preflop,8,0.125,0.06997679499543627,bets,calls
preflop,8,0.063,0.013784121644980114,bets,folds
preflop,7,0.091,0.09488861370221716,bets,folds
preflop,6,0.068,0.04230400692831112,bets,folds
preflop,5,0.052,0.10442248130303916,bets,folds
preflop,4,0.172,0.03317035275787798,bets,calls
preflop,4,0.207,0.051917962442450956,bets,calls
flop,4,0.47804878048780486,0.16585164411895972,checks,bets
flop,4,0.13170731707317074,0.2117713390911662,bets,calls
flop,4,0.0,0.17215066274484767,bets,folds
flop,3,0.03170731707317073,0.157254246288372,bets,folds
turn,2,0.9090909090909091,0.42816566474037315,checks,bets
turn,2,0.09090909090909091,0.3804713717571163,bets,folds
preflop,9,0.222,0.07911174919223547,checks,bets
preflop,9,0.056,0.09257238858425287,bets,folds
preflop,8,0.056,0.04326552109486247,bets,folds
preflop,7,0.139,0.08275429341794519,bets,calls
preflop,7,0.112,0.053541778784479986,bets,calls
preflop,7,0.08,0.044842503608400815,bets,folds
preflop,6,0.081,0.0819439608520593,bets,folds
preflop,5,0.097,0.0059832474179862954,bets,folds
preflop,4,0.074,0.014376818744212809,bets,folds
flop,3,0.70874861572536,0.2232934169059148,checks,bets
flop,3,0.12292358803986711,0.2980478132110523,bets,calls
flop,3,0.16832779623477298,0.22051090656165706,bets,calls
turn,3,0.8571428571428571,0.4240949690311215,checks,bets
turn,3,0.07142857142857142,0.3988146855444617,bets,folds
turn,2,0.07142857142857142,0.3506741674282005,bets,folds
preflop,9,0.119,0.05031340305084141,checks,bets
preflop,9,0.121,0.04326329106516601,bets,calls
preflop,9,0.068,0.049753080118746976,bets,folds
preflop,8,0.131,0.047106942503971266,bets,calls
preflop,8,0.056,0.05418999757542292,bets,folds
preflop,7,0.131,8.301641419634215e-05,bets,calls
preflop,7,0.095,0.05145747193108531,bets,folds
preflop,6,0.099,0.004739696263528936,bets,folds
preflop,5,0.069,0.0717464455166472,bets,folds
flop,4,0.15365853658536585,0.021187149068378187,checks,bets
flop,4,0.13414634146341464,0.04984167563875109,bets,calls
flop,4,0.054878048780487805,0.06383531169383858,bets,folds
flop,3,0.0,0.07961560483117569,bets,folds
turn,2,0.8636363636363636,0.3964160599390539,checks,bets
turn,2,0.13636363636363635,0.4003604811549741,bets,calls
river,2,1.0,0.4563508789368646,checks,bets
river,2,0.0,0.5357242655626939,bets,folds
preflop,9,0.099,-0.02250483204912241,checks,checks
preflop,9,0.088,0.07238433138349673,checks,checks
preflop,9,0.165,0.0812983858512688,checks,bets
preflop,9,0.111,0.05172266682801498,bets,calls
preflop,9,0.068,0.07133842215286423,bets,folds
preflop,8,0.094,0.08279586806174333,bets,folds
preflop,7,0.098,-0.01447204163441397,bets,folds
preflop,6,0.082,0.05731853497275017,bets,folds
preflop,5,0.102,0.07635929474685035,bets,calls
preflop,5,0.099,0.08386094839368993,bets,folds
preflop,4,0.088,-0.013776467871491616,bets,folds
flop,3,0.8062015503875969,0.3722974887778086,checks,bets
flop,3,0.11074197120708748,0.3538622397329716,bets,calls
flop,3,0.058693244739756366,0.33086922667046925,bets,folds
turn,2,0.9318181818181818,0.4770218434048148,checks,bets
turn,2,0.06818181818181818,0.48969597458337516,bets,folds
preflop,9,0.154,0.05230375831977402,checks,bets
preflop,9,0.108,-0.0030454463306496433,bets,calls
preflop,9,0.169,-0.0011735749494695795,bets,calls
preflop,9,0.104,0.0718231181258478,bets,calls
preflop,9,0.129,0.040699494237581624,bets,calls
preflop,9,0.093,0.06304318164585178,bets,folds
preflop,8,0.076,-0.014394479832301448,bets,folds
preflop,7,0.111,0.08835886324866397,bets,calls
preflop,7,0.083,0.025657775911787268,bets,folds
flop,6,0.06456456456456457,0.22928640709393455,checks,checks
flop,6,0.07357357357357357,0.22570058134042587,checks,checks
flop,6,0.025525525525525526,0.2614447222326198,checks,checks
flop,6,0.7732732732732732,0.2716256247695251,checks,bets
flop,6,0.013513513513513514,0.24715596113586424,bets,folds
flop,5,0.04954954954954955,0.32137903514248733,bets,folds
flop,4,0.06456456456456457,0.27682593761886404,bets,folds
flop,3,0.07357357357357357,0.3201350336808102,bets,folds
flop,2,0.025525525525525526,0.25281925995486304,bets,folds
preflop,9,0.101,0.01665418721689502,checks,bets
preflop,9,0.096,0.03294912464269871,bets,folds
preflop,8,0.102,-0.015928211370488565,bets,calls
preflop,8,0.079,0.07114103909559427,bets,folds
preflop,7,0.134,0.04852979609311232,bets,calls
preflop,7,0.099,-0.009295370187563209,bets,folds
preflop,6,0.049,0.08009051220409555,bets,folds
preflop,5,0.068,0.031001688944637697,bets,folds
preflop,4,0.111,0.052266931659544574,bets,calls
flop,4,0.48902439024390243,0.1372393289042951,checks,bets
flop,4,0.05609756097560976,0.1923132637376403,bets,folds
flop,3,0.20853658536585365,0.13830951698194024,bets,calls
flop,3,0.24634146341463414,0.1348430849351672,bets,calls
turn,3,0.6666666666666666,0.1990926040543279,checks,bets
turn,3,0.21428571428571427,0.19873119951513518,bets,calls
turn,3,0.11904761904761904,0.22933038223745605,bets,calls
river,3,1.0,0.47054322833614465,checks,bets
river,3,0.0,0.5106461620019047,bets,folds
river,2,0.0,0.4581587786087975,bets,folds
preflop,9,0.108,0.05358783622002004,checks,bets
preflop,9,0.125,0.03838374653016708,bets,calls
preflop,9,0.049,0.0458624240135669,bets,folds
preflop,8,0.09,0.02143468916968,bets,folds
preflop,7,0.054,0.07469029116841747,bets,folds
preflop,6,0.125,0.054199648036778285,bets,calls
preflop,6,0.111,0.025617683785850928,bets,calls
preflop,6,0.106,0.06654804528994476,bets,calls
preflop,6,0.064,0.0022642310145735214,bets,folds
flop,5,0.0620782726045884,0.2894986290621241,checks,checks
flop,5,0.8002699055330634,0.33515596890037147,checks,bets
flop,5,0.07422402159244265,0.3026879172202617,bets,folds
flop,4,0.03508771929824561,0.27933758340819015,bets,folds
flop,3,0.02834008097165992,0.28114850262534613,bets,folds
flop,2,0.0620782726045884,0.27510522962540407,bets,folds
preflop,9,0.068,-0.027515669081274445,checks,checks
preflop,9,0.112,-0.01654467486152436,checks,bets
preflop,9,0.071,0.052950095052232624,bets,folds
preflop,8,0.076,0.03002106399867871,bets,folds
preflop,7,0.049,0.054958352491214474,bets,folds
preflop,6,0.08,0.04584937506017718,bets,folds
preflop,5,0.085,0.05690473004025669,bets,folds
preflop,4,0.078,0.04472605520479035,bets,folds
preflop,3,0.125,0.06730622525884328,bets,calls
preflop,3,0.068,0.07507649385638035,bets,folds
flop,2,0.8797979797979798,0.3487637488237468,checks,bets
flop,2,0.1202020202020202,0.35869844345962004,bets,calls
turn,2,0.9090909090909091,0.45142588653631105,checks,bets
turn,2,0.09090909090909091,0.43781912097852616,bets,folds
preflop,9,0.134,0.07098874955933185,checks,bets
preflop,9,0.098,0.04397792355038489,bets,folds
preflop,8,0.088,0.026110507565799985,bets,folds
preflop,7,0.096,0.06652611458131408,bets,folds
preflop,6,0.088,0.08715218452741845,bets,folds
preflop,5,0.261,0.06720793987064953,bets,raises
preflop,5,0.108,0.03672175172225718,raises,calls
preflop,5,0.071,0.05878274435641007,raises,folds
preflop,4,0.068,0.10584285923856342,raises,folds
preflop,3,0.134,0.018216554772690602,raises,calls
flop,3,0.769656699889258,0.2888377190688397,checks,bets
flop,3,0.14396456256921372,0.35709707004357333,bets,calls
flop,3,0.08637873754152824,0.3184318790493449,bets,folds
turn,2,0.7727272727272727,0.25483302238964806,checks,bets
turn,2,0.22727272727272727,0.2362718889697676,bets,calls
river,2,1.0,0.4989377697907842,checks,bets
river,2,0.0,0.5065862157673297,bets,folds
preflop,9,0.193,0.001682849715313968,checks,bets
preflop,9,0.111,0.08818851936215727,bets,calls
preflop,9,0.073,0.0687210302403869,bets,folds
preflop,8,0.083,0.05619032480411963,bets,folds
preflop,7,0.136,-0.0059637514320020485,bets,calls
preflop,7,0.09,0.09291028771853417,bets,folds
preflop,6,0.09,0.058482010084944316,bets,folds
preflop,5,0.085,-0.0025336839077131357,bets,folds
preflop,4,0.062,-0.0030746759710198537,bets,folds
flop,3,0.2912513842746401,0.18771164146293323,checks,bets
flop,3,0.09856035437430787,0.20645898762487974,bets,folds
flop,2,0.6101882613510521,0.2618848720797007,bets,raises
flop,2,0.2912513842746401,0.2333548628884981,raises,re-raises
flop,2,0.6101882613510521,0.19503002917788348,re-raises,calls
turn,2,0.0,0.5343585647479137,checks,checks
turn,2,1.0,0.4594131472411637,checks,bets
turn,2,0.0,0.4540195787860807,bets,folds
preflop,9,0.06,0.08122831610397249,checks,checks
preflop,9,0.106,0.08343573104107803,checks,bets
preflop,9,0.112,0.05014620581932808,bets,calls
preflop,9,0.073,0.037720822069992804,bets,folds
preflop,8,0.062,0.060775958945906414,bets,folds
preflop,7,0.148,0.052390926763647885,bets,calls
preflop,7,0.048,0.09135125314660124,bets,folds
preflop,6,0.062,0.08540527603673882,bets,folds
preflop,5,0.113,0.0005104779355257494,bets,calls
preflop,5,0.06,-0.00028899597533472293,bets,folds
flop,4,0.4682926829268293,0.20223807470415683,checks,bets
flop,4,0.006097560975609756,0.14076608971913315,bets,folds
flop,3,0.16951219512195123,0.19212044752532498,bets,calls
flop,3,0.3195121951219512,0.18567523996282156,bets,raises
flop,3,0.4682926829268293,0.21518548894285716,raises,re-raises
flop,3,0.16951219512195123,0.14188067676823063,re-raises,folds
flop,2,0.3195121951219512,0.12688135495758288,re-raises,calls
turn,2,0.0,0.47153807796991404,checks,checks
turn,2,1.0,0.511892829536767,checks,bets
turn,2,0.0,0.5391242121148074,bets,folds
preflop,9,0.088,0.011127185168606796,checks,checks
preflop,9,0.06,0.05814619789738504,checks,checks
preflop,9,0.054,0.006164497469265347,checks,checks
preflop,9,0.048,0.08344881508311912,checks,checks
preflop,9,0.098,-0.014704363976530344,checks,checks
preflop,9,0.096,-0.017560982760286527,checks,checks
preflop,9,0.134,0.05751320707810581,checks,bets
preflop,9,0.067,-0.02022786474414563,bets,folds
preflop,8,0.107,0.08253714620950012,bets,calls
preflop,8,0.088,0.019253168391939284,bets,folds
preflop,7,0.06,-0.0121987159710213,bets,folds
preflop,6,0.054,0.03589895941405763,bets,folds
preflop,5,0.048,0.05279539392568419,bets,folds
preflop,4,0.098,0.01049701891496255,bets,folds
preflop,3,0.096,0.043452930823770664,bets,folds
flop,2,0.7383838383838384,0.24103343481184197,checks,bets
flop,2,0.26161616161616164,0.21997763798546022,bets,raises
flop,2,0.7383838383838384,0.26546397621201906,raises,re-raises
flop,2,0.26161616161616164,0.22194047774487613,re-raises,calls
turn,2,0.8636363636363636,0.410133538638791,checks,bets
turn,2,0.13636363636363635,0.37134726086840947,bets,calls
river,2,1.0,0.5019237491269748,checks,bets
river,2,0.0,0.5423447687228148,bets,folds
preflop,9,0.056,0.08178989810314605,checks,checks
preflop,9,0.076,0.03065095183884848,checks,checks
preflop,9,0.101,-0.009523969766945493,checks,bets
preflop,9,0.106,0.04969855142729813,bets,calls
preflop,9,0.169,0.04942369638845575,bets,calls
preflop,9,0.098,0.05043093239484276,bets,folds
preflop,8,0.076,0.014301301361476962,bets,folds
preflop,7,0.137,0.034578160936361714,bets,calls
preflop,7,0.12,0.04172472581405948,bets,calls
preflop,7,0.056,0.07324659367167288,bets,folds
preflop,6,0.076,-0.0015006754140969789,bets,folds
flop,5,0.08232118758434548,0.2666853252264316,checks,checks
flop,5,0.17273954116059378,0.2742225951854767,checks,bets
flop,5,0.6545209176788124,0.20638667990216727,bets,raises
flop,5,0.037786774628879895,0.20786508719091784,raises,folds
flop,4,0.05263157894736842,0.19413086855742823,raises,folds
flop,3,0.08232118758434548,0.21221182507026837,raises,folds
flop,2,0.17273954116059378,0.22514690133121662,raises,calls
turn,2,0.11363636363636363,0.4301476336901932,checks,bets
turn,2,0.8863636363636364,0.417071518592522,bets,raises
turn,2,0.11363636363636363,0.4263402828250494,raises,calls
river,2,0.0,0.5118697615406895,checks,checks
river,2,1.0,0.5153022884917207,checks,bets
river,2,0.0,0.5366838366354267,bets,folds
preflop,9,0.068,0.06180002377843375,checks,checks
preflop,9,0.098,0.040484139858455746,checks,checks
preflop,9,0.086,-0.014861136754745916,checks,checks
preflop,9,0.098,0.0724887419494912,checks,checks
preflop,9,0.111,0.010435965074201962,checks,bets
preflop,9,0.108,-0.01600243187355508,bets,calls
preflop,9,0.099,0.015692472527971776,bets,folds
preflop,8,0.049,0.017355608835074712,bets,folds
preflop,7,0.078,0.06707008396936809,bets,folds
preflop,6,0.068,0.005752518606908022,bets,folds
preflop,5,0.098,-0.02509015085782449,bets,folds
preflop,4,0.086,-0.0173544819187893,bets,folds
preflop,3,0.098,0.055715621193177835,bets,folds
flop,2,0.17676767676767677,0.3786634148516952,checks,bets
flop,2,0.8232323232323232,0.3156109118691059,bets,raises
flop,2,0.17676767676767677,0.28917772927752355,raises,calls
turn,2,0.06818181818181818,0.45946177558328644,checks,checks
turn,2,0.9318181818181818,0.4525237244573518,checks,bets
turn,2,0.06818181818181818,0.4259426172435928,bets,folds
preflop,9,0.108,0.0006046797508951207,checks,bets
preflop,9,0.151,0.07355727748817968,bets,calls
preflop,9,0.134,0.028266307890628086,bets,calls
preflop,9,0.08,0.0745128812318135,bets,folds
preflop,8,0.06,0.06787146888530339,bets,folds
preflop,7,0.076,0.07686214539065579,bets,folds
preflop,6,0.054,0.032763902039593104,bets,folds
preflop,5,0.092,0.007486368680240621,bets,folds
preflop,4,0.073,0.06393680954314884,bets,folds
flop,3,0.0,0.5121880325070018,checks,checks
flop,3,0.004429678848283499,0.4686623730412645,checks,checks
flop,3,0.9944629014396457,0.4321804660890104,checks,bets
