stage,num_players,hand_odds,std_odds,last_action,action
flop,4,0.01951951951951952,0.29019577698747,bets,folds
flop,3,0.052552552552552555,0.27386991654859333,bets,folds
turn,2,1.0,0.5583491373972105,checks,bets
turn,2,0.0,0.4853394696748712,bets,folds
preflop,9,0.106,0.008181326219810416,checks,bets
preflop,9,0.062,0.06314962265256319,bets,folds
preflop,8,0.131,0.023412014924808752,bets,calls
preflop,8,0.151,0.007814746157917888,bets,calls
preflop,8,0.071,0.008257826188247764,bets,folds
preflop,7,0.137,0.009918846742578421,bets,calls
preflop,7,0.098,0.07788668891786496,bets,folds
preflop,6,0.054,0.00435281297913688,bets,folds
preflop,5,0.057,0.013398919975064764,bets,folds
flop,4,0.13048780487804879,0.16023648038011865,checks,bets
flop,4,0.09634146341463415,0.15267365768661317,bets,folds
flop,3,0.5853658536585366,0.24705719275527677,bets,raises
flop,3,0.174390243902439,0.20859885819794902,raises,calls
flop,3,0.13048780487804879,0.21690985051399783,raises,calls
turn,3,0.11904761904761904,0.2207657067474546,checks,bets
turn,3,0.5952380952380952,0.23240698213609826,bets,raises
turn,3,0.2857142857142857,0.17133006478211749,raises,re-raises
turn,3,0.11904761904761904,0.19416939838574498,re-raises,folds
turn,2,0.5952380952380952,0.2567019672582888,re-raises,calls
river,2,1.0,0.4512174311659806,checks,bets
river,2,0.0,0.5053172228909977,bets,folds
preflop,9,0.132,0.04982545711766563,checks,bets
preflop,9,0.127,-0.021192972511727453,bets,calls
preflop,9,0.066,0.040702008110406085,bets,folds
preflop,8,0.08,0.03548022049679786,bets,folds
preflop,7,0.108,0.007196168843078634,bets,calls
preflop,7,0.098,0.07218508123410251,bets,folds
preflop,6,0.136,0.012948396817419775,bets,calls
preflop,6,0.08,0.0698739468964189,bets,folds
preflop,5,0.076,0.014575934970374158,bets,folds
flop,4,0.025609756097560974,0.054784039963533565,checks,checks
flop,4,0.06463414634146342,0.07124617742805978,checks,checks
flop,4,0.2621951219512195,0.13841818004928835,checks,bets
flop,4,0.12195121951219512,0.06588860451715696,bets,calls
flop,4,0.025609756097560974,0.0693042302576883,bets,folds
flop,3,0.06463414634146342,0.1019421919129281,bets,folds
turn,2,0.22727272727272727,0.31291715589721353,checks,bets
turn,2,0.7727272727272727,0.2875959766835822,bets,raises
turn,2,0.22727272727272727,0.32986694493708707,raises,calls
river,2,0.0,0.4685257727691398,checks,checks
river,2,1.0,0.5581552046766787,checks,bets
river,2,0.0,0.5437638146157231,bets,folds
preflop,9,0.127,-0.010746848309300134,checks,bets
preflop,9,0.137,0.015270142824365378,bets,calls
preflop,9,0.101,0.013342724102300214,bets,calls
preflop,9,0.123,0.014428738590600326,bets,calls
preflop,9,0.129,-0.0030970688265210995,bets,calls
preflop,9,0.113,0.03366056159087859,bets,calls
preflop,9,0.056,-0.0046791033896266855,bets,folds
preflop,8,0.131,0.02833135182015482,bets,calls
preflop,8,0.176,0.01977994383497989,bets,calls
flop,8,0.032196969696969696,0.14373028567249035,checks,checks
flop,8,0.0946969696969697,0.10271882160325363,checks,checks
flop,8,0.3939393939393939,0.11349758256296082,checks,bets
flop,8,0.08901515151515152,0.11803897207243524,bets,folds
flop,7,0.0946969696969697,0.1423972979171343,bets,folds
flop,6,0.08333333333333333,0.15869268489984606,bets,folds
flop,5,0.09659090909090909,0.11171441938620438,bets,folds
flop,4,0.09090909090909091,0.08388404287169211,bets,folds
flop,3,0.032196969696969696,0.11104230030663204,bets,folds
flop,2,0.0946969696969697,0.1583400157936659,bets,folds
preflop,9,0.132,0.054459103176709135,checks,bets
preflop,9,0.073,0.09784121269712809,bets,folds
preflop,8,0.068,0.0833997116860056,bets,folds
preflop,7,0.103,0.07633568224430695,bets,calls
preflop,7,0.143,0.061084572327954424,bets,calls
preflop,7,0.107,-0.0004625773850085446,bets,calls
preflop,7,0.171,0.013830321884323583,bets,calls
preflop,7,0.193,-0.003465341560350818,bets,calls
preflop,7,0.085,-0.007903346385346295,bets,folds
flop,6,0.30930930930930933,0.12407451912129575,checks,bets
flop,6,0.03453453453453453,0.20651668919037086,bets,folds
flop,5,0.03303303303303303,0.17398842781688284,bets,folds
flop,4,0.43093093093093093,0.18096380329305972,bets,raises
flop,4,0.10510510510510511,0.11167059867219892,raises,calls
flop,4,0.07207207207207207,0.11417437957818216,raises,folds
flop,3,0.30930930930930933,0.1829971443959683,raises,re-raises
flop,3,0.43093093093093093,0.17640982332078753,re-raises,calls
flop,3,0.10510510510510511,0.20979100420354063,re-raises,folds
turn,2,0.25,0.3046585423623878,checks,bets
turn,2,0.75,0.23580910248830214,bets,raises
turn,2,0.25,0.2857785342842294,raises,re-raises
turn,2,0.75,0.2285599522760987,re-raises,calls
river,2,0.0,0.5011181055087586,checks,checks
river,2,1.0,0.5489531225814525,checks,bets
river,2,0.0,0.5217795341512914,bets,folds
preflop,9,0.091,0.013372670859931914,checks,checks
preflop,9,0.165,0.055124180566437156,checks,bets
preflop,9,0.099,0.008181922969528396,bets,folds
preflop,8,0.193,0.07278575354238355,bets,calls
preflop,8,0.078,0.011997459345126589,bets,folds
preflop,7,0.151,0.08809219629086681,bets,calls
preflop,7,0.095,0.025858613293273512,bets,folds
preflop,6,0.136,0.08156279957152698,bets,calls
preflop,6,0.071,0.029466068756022937,bets,folds
preflop,5,0.091,0.07366446205973148,bets,folds
flop,4,0.5109756097560976,0.19425848077501004,checks,bets
flop,4,0.21829268292682927,0.11287614199739565,bets,calls
flop,4,0.11829268292682926,0.1245112882531843,bets,calls
flop,4,0.12682926829268293,0.19299467414806315,bets,calls
turn,4,0.65,0.27729472587554044,checks,bets
turn,4,0.125,0.3015664183190571,bets,calls
turn,4,0.075,0.2360282141179164,bets,folds
turn,3,0.05,0.28042483492165726,bets,folds
river,2,1.0,0.5586912677425719,checks,bets
river,2,0.0,0.5020695292056695,bets,folds
preflop,9,0.131,0.07473558282799883,checks,bets
preflop,9,0.113,0.06238866689632199,bets,calls
preflop,9,0.143,-0.019470165865246677,bets,calls
preflop,9,0.054,0.005916828120776221,bets,folds
preflop,8,0.111,0.07679731875287543,bets,calls
preflop,8,0.068,0.017859561182702544,bets,folds
preflop,7,0.095,0.02465834008411294,bets,folds
preflop,6,0.1,-0.014186785682061817,bets,raises
preflop,6,0.094,0.018950327035500203,raises,folds
preflop,5,0.131,0.019172793763016747,raises,calls
preflop,5,0.113,-0.0169399938550616,raises,calls
preflop,5,0.143,0.05826692159662524,raises,calls
preflop,5,0.111,0.06563736434879275,raises,calls
flop,5,0.26180836707152494,0.2312631030790763,checks,bets
flop,5,0.010796221322537112,0.26467665388464406,bets,folds
flop,4,0.5600539811066126,0.18052645468956366,bets,raises
flop,4,0.004048582995951417,0.20055634087653848,raises,folds
flop,3,0.145748987854251,0.21440858350840003,raises,calls
flop,3,0.26180836707152494,0.20249876936287417,raises,re-raises
flop,3,0.5600539811066126,0.2293778778367291,re-raises,calls
flop,3,0.145748987854251,0.18858864512141793,re-raises,folds
turn,2,0.11363636363636363,0.41341706639233566,checks,bets
turn,2,0.8863636363636364,0.38203818312404586,bets,raises
turn,2,0.11363636363636363,0.4331541726413788,raises,calls
river,2,0.0,0.48556561466345705,checks,checks
river,2,1.0,0.4808882989716247,checks,bets
river,2,0.0,0.46698291849654705,bets,folds
preflop,9,0.119,0.01597301141954327,checks,bets
preflop,9,0.081,0.021467495573599497,bets,folds
preflop,8,0.086,0.07287503922690114,bets,folds
preflop,7,0.068,0.013746535202159044,bets,folds
preflop,6,0.066,0.06011523590979083,bets,folds
preflop,5,0.173,0.05709789639561885,bets,calls
preflop,5,0.062,0.011402920151764053,bets,folds
preflop,4,0.098,0.08835447567229283,bets,folds
preflop,3,0.098,6.801946505657908e-05,bets,folds
flop,2,0.36363636363636365,0.09974162296172177,checks,bets
flop,2,0.6363636363636364,0.12212526904049706,bets,raises
flop,2,0.36363636363636365,0.1297701902627864,raises,re-raises
flop,2,0.6363636363636364,0.15888970987191134,re-raises,calls
turn,2,0.4090909090909091,0.0831005621437004,checks,bets
turn,2,0.5909090909090909,0.06353353080083121,bets,raises
turn,2,0.4090909090909091,0.051188114106945244,raises,re-raises
turn,2,0.5909090909090909,0.14927412011739807,re-raises,calls
river,2,1.0,0.4637484314042279,checks,bets
river,2,0.0,0.49993872117471033,bets,folds
preflop,9,0.064,0.06740694315391084,checks,checks
preflop,9,0.048,0.05478304575331057,checks,checks
preflop,9,0.091,0.060543802551710144,checks,checks
preflop,9,0.143,0.010331353472909748,checks,bets
preflop,9,0.069,0.08881043144555109,bets,folds
preflop,8,0.091,0.05210243470467525,bets,folds
preflop,7,0.078,0.019881195523644486,bets,folds
preflop,6,0.125,-0.02014731104105217,bets,calls
preflop,6,0.064,0.011088968072623252,bets,folds
preflop,5,0.064,-0.001266021734884,bets,folds
preflop,4,0.048,0.03224518944134452,bets,folds
preflop,3,0.091,-0.0037902993856651496,bets,folds
flop,2,0.13232323232323231,0.3192233782527649,checks,bets
flop,2,0.8676767676767677,0.3705625442433661,bets,raises
flop,2,0.13232323232323231,0.38720395797453033,raises,calls
turn,2,0.7727272727272727,0.29230998407704395,checks,bets
turn,2,0.22727272727272727,0.2662298790892152,bets,calls
river,2,1.0,0.5196327559175943,checks,bets
river,2,0.0,0.5144045522215503,bets,folds
preflop,9,0.082,0.07267951916958278,checks,checks
preflop,9,0.139,0.0432206122519897,checks,bets
preflop,9,0.081,0.01530051447348112,bets,folds
preflop,8,0.094,0.011188713608454765,bets,folds
preflop,7,0.099,-0.017419197194028967,bets,folds
preflop,6,0.065,-0.023432359796736257,bets,folds
preflop,5,0.067,0.07403556151943717,bets,folds
preflop,4,0.064,-0.012533870001345069,bets,folds
preflop,3,0.052,-0.008333331299205483,bets,folds
preflop,2,0.082,0.04271745008532747,bets,folds
preflop,9,0.119,0.06640960559800396,checks,bets
preflop,9,0.057,0.049301429775840525,bets,folds
preflop,8,0.054,-0.0006570471447915269,bets,folds
preflop,7,0.073,0.026557636940693033,bets,folds
preflop,6,0.058,0.011471188458160482,bets,folds
preflop,5,0.061,0.008337037273934873,bets,folds
preflop,4,0.106,0.0184095840741346,bets,calls
preflop,4,0.134,0.08358213424371576,bets,calls
preflop,4,0.086,0.035346819569118164,bets,folds
flop,3,0.15946843853820597,0.2614515271817871,checks,bets
flop,3,0.10852713178294573,0.16093892483070926,bets,calls
flop,3,0.5614617940199336,0.17079000730864122,bets,raises
flop,3,0.15946843853820597,0.2298306236905913,raises,calls
flop,3,0.10852713178294573,0.1924800020696806,raises,calls
turn,3,0.16666666666666666,0.3161458594302996,checks,bets
turn,3,0.07142857142857142,0.32595361464473094,bets,folds
turn,2,0.7619047619047619,0.2794348831394482,bets,raises
turn,2,0.16666666666666666,0.29122526198087273,raises,calls
river,2,0.0,0.485070702531125,checks,checks
river,2,1.0,0.4578280702860372,checks,bets
river,2,0.0,0.4938283894746614,bets,folds
preflop,9,0.092,-0.008662222895115416,checks,checks
preflop,9,0.207,0.006994475257702706,checks,bets
preflop,9,0.116,0.0016573895720271917,bets,calls
preflop,9,0.064,0.09231282411179545,bets,folds
preflop,8,0.101,0.0870062757546953,bets,calls
preflop,8,0.076,-0.007384624025536385,bets,folds
preflop,7,0.103,0.08767473166188536,bets,calls
preflop,7,0.062,0.029506002643078906,bets,folds
preflop,6,0.121,0.06659347187119553,bets,calls
preflop,6,0.092,0.09712037811037258,bets,folds
flop,5,0.6477732793522267,0.22023803369468137,checks,bets
flop,5,0.021592442645074223,0.2633022862284494,bets,folds
flop,4,0.14709851551956815,0.28965648818307466,bets,calls
flop,4,0.1214574898785425,0.2482963561583963,bets,calls
flop,4,0.03643724696356275,0.18226592353433613,bets,folds
turn,3,0.8333333333333334,0.3170132102398745,checks,bets
turn,3,0.07142857142857142,0.3068250482115311,bets,folds
turn,2,0.09523809523809523,0.37540920495121033,bets,folds
preflop,9,0.054,0.041264468745543,checks,checks
preflop,9,0.146,0.049751493924409515,checks,bets
preflop,9,0.098,-0.004505925540358904,bets,folds
preflop,8,0.06,0.04457880006463862,bets,folds
preflop,7,0.054,0.02775484767258144,bets,folds
preflop,6,0.064,0.03547492384041381,bets,folds
preflop,5,0.137,0.0897546521802673,bets,calls
preflop,5,0.076,0.026822364008974788,bets,folds
preflop,4,0.131,0.027234069775712,bets,calls
preflop,4,0.054,0.060133697646534714,bets,folds
flop,3,0.1184939091915836,0.3335483715377028,checks,bets
flop,3,0.7408637873754153,0.256754760647429,bets,raises
flop,3,0.12403100775193798,0.25753873056534077,raises,calls
flop,3,0.1184939091915836,0.24334439622054002,raises,calls
turn,3,0.07142857142857142,0.323898078729149,checks,checks
turn,3,0.8571428571428571,0.3452858766975029,checks,bets
turn,3,0.07142857142857142,0.36397603007904156,bets,folds
turn,2,0.07142857142857142,0.36289211134278015,bets,folds
preflop,9,0.131,0.04410776917716178,checks,bets
preflop,9,0.076,0.004267621220766495,bets,folds
preflop,8,0.095,0.06272170889105594,bets,folds
preflop,7,0.129,0.04264745187483799,bets,calls
preflop,7,0.088,0.0621909766899909,bets,folds
preflop,6,0.103,0.07384312578022895,bets,calls
preflop,6,0.089,0.03859312362898945,bets,folds
preflop,5,0.098,0.059144312728410205,bets,folds
preflop,4,0.176,-0.0043141932401721955,bets,calls
flop,4,0.10121951219512196,0.046684220542853164,checks,bets
flop,4,0.21707317073170732,0.07141841701595149,bets,calls
flop,4,0.16585365853658537,0.08930013770267142,bets,calls
flop,4,0.31341463414634146,0.07368211619950021,bets,raises
flop,4,0.10121951219512196,0.07956533839046645,raises,calls
flop,4,0.21707317073170732,0.09774637153649793,raises,calls
flop,4,0.16585365853658537,0.05310382509935498,raises,calls
turn,4,0.05,0.08119123737541964,checks,checks
turn,4,0.15,0.16555800774385737,checks,bets
turn,4,0.15,0.11848931723082023,bets,calls
turn,4,0.4,0.15027429610478368,bets,raises
turn,4,0.05,0.18539013299431328,raises,folds
turn,3,0.15,0.1368337324735608,raises,calls
turn,3,0.15,0.1551699150561302,raises,calls
river,3,0.0,0.48389948979489905,checks,checks
river,3,1.0,0.47292016560374267,checks,bets
river,3,0.0,0.4558323471612912,bets,folds
river,2,0.0,0.4566177614277222,bets,folds
preflop,9,0.106,0.03388873743857657,checks,bets
preflop,9,0.137,0.05268330806818151,bets,calls
preflop,9,0.065,0.05572624755475405,bets,folds
preflop,8,0.169,0.06066449574253701,bets,calls
preflop,8,0.123,0.0235550889094887,bets,calls
preflop,8,0.119,-0.01488806592635631,bets,calls
preflop,8,0.095,-0.001104132857710556,bets,folds
preflop,7,0.131,0.010816495613263387,bets,calls
preflop,7,0.048,0.028459036894397133,bets,folds
flop,6,0.06006006006006006,0.20583810250878892,checks,checks
flop,6,0.3888888888888889,0.18167278563668193,checks,bets
flop,6,0.4069069069069069,0.1835299744659158,bets,raises
flop,6,0.05855855855855856,0.19722666616185874,raises,folds
flop,5,0.012012012012012012,0.12835984282958957,raises,folds
flop,4,0.05555555555555555,0.19272168601413914,raises,folds
flop,3,0.06006006006006006,0.14021454157338387,raises,folds
flop,2,0.3888888888888889,0.13854150002833943,raises,re-raises
flop,2,0.4069069069069069,0.14593807640726733,re-raises,calls
turn,2,0.8409090909090909,0.2965128143157188,checks,bets
turn,2,0.1590909090909091,0.35557184185528523,bets,calls
river,2,1.0,0.5468022687147803,checks,bets
river,2,0.0,0.5170062676040387,bets,folds
preflop,9,0.109,0.04884767144563987,checks,bets
preflop,9,0.06,-0.024946149869351772,bets,folds
preflop,8,0.117,0.07211241459101243,bets,calls
preflop,8,0.134,0.0007147159601268611,bets,calls
preflop,8,0.066,0.055902728305365815,bets,folds
preflop,7,0.106,0.048064786579693805,bets,calls
preflop,7,0.073,0.08098247289076489,bets,folds
preflop,6,0.107,0.01296680102549335,bets,calls
preflop,6,0.114,0.026376908978806075,bets,calls
flop,6,0.028528528528528527,0.3377819627305326,checks,checks
flop,6,0.8498498498498499,0.30135851075769315,checks,bets
flop,6,0.013513513513513514,0.28135575895613846,bets,folds
flop,5,0.0045045045045045045,0.36285459719946245,bets,folds
flop,4,0.0045045045045045045,0.2723395227060666,bets,folds
flop,3,0.04804804804804805,0.2705493348528958,bets,folds
flop,2,0.028528528528528527,0.3527352959426409,bets,folds
preflop,9,0.1,0.005662993463752066,checks,bets
preflop,9,0.108,0.02272357307637796,bets,calls
preflop,9,0.098,0.033858866883894584,bets,folds
preflop,8,0.098,0.0517314702236807,bets,folds
preflop,7,0.054,0.0048374719685007304,bets,folds
preflop,6,0.117,0.06639225224284075,bets,calls
preflop,6,0.092,0.08241537155690869,bets,folds
preflop,5,0.143,0.040439495185785365,bets,calls
preflop,5,0.071,-0.01271557280521372,bets,folds
flop,4,0.526829268292683,0.20064342786081996,checks,bets
flop,4,0.19146341463414634,0.2167202136165498,bets,calls
flop,4,0.0,0.20860574408402716,bets,folds
flop,3,0.2817073170731707,0.24072490253508755,bets,raises
flop,3,0.526829268292683,0.20995861233355267,raises,re-raises
flop,3,0.19146341463414634,0.193657317203331,re-raises,folds
flop,2,0.2817073170731707,0.22437205290893525,re-raises,calls
turn,2,0.8409090909090909,0.39069718896415095,checks,bets
turn,2,0.1590909090909091,0.3825253699043373,bets,calls
river,2,1.0,0.5387727882762883,checks,bets
river,2,0.0,0.515613565196054,bets,folds
preflop,9,0.057,0.051343388886689906,checks,checks
preflop,9,0.112,0.001161867760506096,checks,bets
preflop,9,0.057,0.010433358941444332,bets,folds
preflop,8,0.083,0.06144855293104991,bets,folds
