stage,hole_cards,comm_cards,hand_potential,hand_strength,action
PREFLOP,"['As', 'Td']",-1,0.08,-1,Player IlxxxlI folds
PREFLOP,"['6c', '7d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['5h', '4h']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['Qs', 'As']",-1,0.59,-1, 'Player IlxxxlI raises (1.25)'
FLOP,"['Qs', 'As']","['8d', '6h', '7s']",0.1376306620209059,9, 'Player IlxxxlI checks'
TURN,"['Qs', 'As']","['8d', '6h', '7s', 'Ac']",0.5436880192977753,8, 'Player IlxxxlI checks'
RIVER,"['Qs', 'As']","['8d', '6h', '7s', 'Ac', 'Jh']",0.5466362905387296,8, 'Player IlxxxlI bets (1.54)'
PREFLOP,"['6s', 'Kd']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kh', '9h']",-1,0.09,-1, 'Player IlxxxlI raises (1.90)'
FLOP,"['Kh', '9h']","['8h', 'Jh', 'Jd']",0.4561779683730903,8, 'Player IlxxxlI checks'
TURN,"['Kh', '9h']","['8h', 'Jh', 'Jd', '2s']",0.4561779683730903,8, 'Player IlxxxlI bets (4.25)'
PREFLOP,"['3c', '4c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9h', '9s']",-1,0.38,-1, 'Player IlxxxlI calls (4.25)'
FLOP,"['9h', '9s']","['2h', '8c', 'Ac']",0.4016349504154382,8, 'Player IlxxxlI checks'
TURN,"['9h', '9s']","['2h', '8c', 'Ac', 'Qc']",0.4052532833020638,8, 'Player IlxxxlI checks'
PREFLOP,"['8h', '7h']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['3c', 'Kh']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['3c', '4d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '4c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['2d', '5c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4s', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7d', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jd', 'Qs']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['Kh', '9h']",-1,0.09,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['Tc', 'Qc']",-1,0.17,-1, 'Player IlxxxlI raises (2.25)'
FLOP,"['Tc', 'Qc']","['3d', 'Th', 'Jh']",0.42213883677298314,8, 'Player IlxxxlI checks'
TURN,"['Tc', 'Qc']","['3d', 'Th', 'Jh', '4h']",0.4222728491021174,8, 'Player IlxxxlI calls (2.30)'
RIVER,"['Tc', 'Qc']","['3d', 'Th', 'Jh', '4h', 'Ts']",0.7460466362905387,6, 'Player IlxxxlI calls (4.49)'
PREFLOP,"['4s', 'Tc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4c', '3s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['7h', '4s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8c', 'Qh']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['8d', '6s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Td', 'Ah']",-1,0.08,-1, 'Player IlxxxlI raises (2)'
PREFLOP,"['5d', '3h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qh', '6d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['As', '2d']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['6c', '8c']",-1,-0.07,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['6c', '8c']","['6d', 'Kc', '9c']",0.30782632002144195,8, 'Player IlxxxlI checks'
TURN,"['6c', '8c']","['6d', 'Kc', '9c', '8d']",0.5836236933797909,7, 'Player IlxxxlI checks'
RIVER,"['6c', '8c']","['6d', 'Kc', '9c', '8d', 'Th']",0.5836236933797909,7, 'Player IlxxxlI checks'
PREFLOP,"['9h', 'Js']",-1,-0.09,-1, 'Player IlxxxlI raises (0.62)'
PREFLOP,"['7s', '6s']",-1,-0.03,-1, 'Player IlxxxlI raises (1.25)'
FLOP,"['7s', '6s']","['Js', 'Td', 'Qd']",0.059233449477351874,9, 'Player IlxxxlI checks'
TURN,"['7s', '6s']","['Js', 'Td', 'Qd', 'Jc']",0.4521575984990619,8,Player IlxxxlI folds
PREFLOP,"['8c', '7d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Js', '4d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4d', '5c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '9d']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['5c', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kc', 'Kh']",-1,1.67,-1, 'Player IlxxxlI raises (4.50)'
PREFLOP,"['2d', 'Jh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4s', '3d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['7c', '4c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['As', 'Qh']",-1,0.31,-1,
PREFLOP,"['8c', '3d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9d', '8d']",-1,0.00,-1,'Player IlxxxlI raises (0.75)'
PREFLOP,"['6h', 'Jh']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['9c', '4s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ah', '6c']",-1,-0.12,-1,
PREFLOP,"['As', '9c']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'Tc']",-1,0.01,-1,Player IlxxxlI folds
PREFLOP,"['Ad', 'Qc']",-1,0.31,-1, 'Player IlxxxlI raises (4.65)'
PREFLOP,"['2s', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2s', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2h', 'Kh']",-1,-0.09,-1,
PREFLOP,"['2d', '3d']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['2c', '3h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['5s', 'Ks']",-1,-0.05,-1,Player IlxxxlI folds
PREFLOP,"['7h', 'Ts']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Jc', 'Qd']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['6s', '5c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jd', '9c']",-1,-0.09,-1, 'Player IlxxxlI raises (1.40)'
FLOP,"['Jd', '9c']","['3d', '5d', '2d']",0.021039935674082022,9, 'Player IlxxxlI checks'
PREFLOP,"['4d', '6d']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['Jd', '9c']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['2s', 'Ac']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '8d']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['Jd', '5c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8d', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5s', '7s']",-1,-0.09,-1, 'Player IlxxxlI raises (1.25)'
PREFLOP,"['Td', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'Kc']",-1,1.67,-1, 'Player IlxxxlI raises (2.25)'
PREFLOP,"['Qc', '5h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Jh', 'Tc']",-1,-0.03,-1,'Player IlxxxlI raises (1.25)'
PREFLOP,"['Qd', 'Ac']",-1,0.31,-1, 'Player IlxxxlI calls (1.50)'
PREFLOP,"['4c', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2d', 'Th']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8h', '3c']",-1,-0.12,-1,
PREFLOP,"['5s', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3d', 'Jd']",-1,-0.13,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['3d', 'Jd']","['3s', '8s', '7d']",0.2099973197534173,8, 'Player IlxxxlI checks'
TURN,"['3d', 'Jd']","['3s', '8s', '7d', '6s']",0.2099973197534173,8, 'Player IlxxxlI checks'
PREFLOP,"['Tc', '9s']",-1,-0.07,-1, 'Player IlxxxlI raises (1.40)'
FLOP,"['Tc', '9s']","['8d', '8s', '3d']",0.3548646475475744,8, 'Player IlxxxlI checks'
TURN,"['Tc', '9s']","['8d', '8s', '3d', '8h']",0.726078799249531,6, 'Player IlxxxlI bets (1.57)'
PREFLOP,"['9d', 'Kh']",-1,-0.07,-1,
PREFLOP,"['8s', '6c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Qh', '9d']",-1,-0.08,-1, 'Player IlxxxlI raises (1.15)'
FLOP,"['Qh', '9d']","['Ah', '4d', 'Kd']",0.16831948539265618,9, 'Player IlxxxlI checks'
TURN,"['Qh', '9d']","['Ah', '4d', 'Kd', '6d']",0.16858751005092465,9,Player IlxxxlI folds
PREFLOP,"['Th', 'Qd']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['4s', 'Jh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Jc', '7d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2d', '4s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9s', '3d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3s', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jd', '5s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ah', '2h']",-1,0.00,-1,Player IlxxxlI folds
PREFLOP,"['9d', 'Qd']",-1,0.05,-1, 'Player IlxxxlI raises (1.40)'
PREFLOP,"['2c', 'Qd']",-1,-0.13,-1,
PREFLOP,"['Ac', 'Ad']",-1,2.32,-1, 'Player IlxxxlI raises (1.25)'
PREFLOP,"['5d', '4c']",-1,-0.12,-1, 'Player IlxxxlI raises (1.25)'
FLOP,"['5d', '4c']","['9s', '7d', '2h']",0.003350308228357024,9, 'Player IlxxxlI checks'
TURN,"['5d', '4c']","['9s', '7d', '2h', 'Jh']",0.02291610828196189,9,Player IlxxxlI folds
PREFLOP,"['4d', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Qh']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['3s', 'Ah']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['7s', 'Ts']",-1,-0.05,-1, 'Player IlxxxlI raises (3.50)'
PREFLOP,"['Ts', '9h']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['5s', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Js', '9s']",-1,0.04,-1, 'Player IlxxxlI raises (1.25)'
PREFLOP,"['3h', '3c']",-1,-0.07,-1, 'Player IlxxxlI raises (0.62)'
FLOP,"['3h', '3c']","['8d', '9c', 'Kd']",0.21937818279281696,8, 'Player IlxxxlI checks'
TURN,"['3h', '3c']","['8d', '9c', 'Kd', 'Th']",0.22031626909675694,8, 'Player IlxxxlI checks'
RIVER,"['3h', '3c']","['8d', '9c', 'Kd', 'Th', '3d']",0.6852050388635754,6, 'Player IlxxxlI bets (3.50)'
PREFLOP,"['2d', '8s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4s', '5s']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['4d', 'Jd']",-1,-0.11,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['4d', 'Jd']","['8c', '9d', '9c']",0.3872956311980702,8, 'Player IlxxxlI bets (0.50)'
PREFLOP,"['Ad', 'Kh']",-1,0.51,-1, 'Player IlxxxlI raises (4.50)'
FLOP,"['Ad', 'Kh']","['8d', '7d', '3d']",0.1533101045296167,9, 'Player IlxxxlI bets (3.71)'
TURN,"['Ad', 'Kh']","['8d', '7d', '3d', '7h']",0.3473599571160547,8, 'Player IlxxxlI bets (8.50)'
PREFLOP,"['7h', 'Ts']",-1,-0.10,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['3h', '7d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6d', 'Kd']",-1,-0.04,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['2s', '5c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '4s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3h', '2s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['7s', 'Tc']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Jc', 'As']",-1,0.19,-1,
PREFLOP,"['6h', 'Kc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Js', '2s']",-1,-0.14,-1,
PREFLOP,"['6h', 'Tc']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['9c', 'Js']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['6s', 'Kc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9h', 'Qd']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['3c', 'Kh']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['6c', '5c']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['8c', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6d', '4c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['As', 'Td']",-1,0.08,-1, 'Player IlxxxlI calls (1.21)'
FLOP,"['As', 'Td']","['3h', 'Qh', '7d']",0.14205306888233715,9, 'Player IlxxxlI checks'
PREFLOP,"['Ac', 'Jc']",-1,0.44,-1,'Player IlxxxlI raises (0.75)'
FLOP,"['Ac', 'Jc']","['Ah', '3s', '5c']",0.5367193781827928,8, 'Player IlxxxlI checks'
TURN,"['Ac', 'Jc']","['Ah', '3s', '5c', '3c']",0.6542481908335567,7, 'Player IlxxxlI bets (1.19)'
RIVER,"['Ac', 'Jc']","['Ah', '3s', '5c', '3c', '2h']",0.6542481908335567,7, 'Player IlxxxlI checks'
PREFLOP,"['4s', 'Qs']",-1,-0.10,-1, 'Player IlxxxlI calls (1)'
FLOP,"['4s', 'Qs']","['Jc', '4c', '8c']",0.24577861163227022,8, 'Player IlxxxlI checks'
PREFLOP,"['Kc', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7c', '8d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kh', 'Qd']",-1,0.16,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['Kh', 'Qd']","['9s', 'Qs', '6c']",0.48539265612436344,8, 'Player IlxxxlI calls (0.95)'
TURN,"['Kh', 'Qd']","['9s', 'Qs', '6c', '9d']",0.6322701688555348,7, 'Player IlxxxlI bets (1.61)'
RIVER,"['Kh', 'Qd']","['9s', 'Qs', '6c', '9d', '9h']",0.9693111766282498,3, 'Player IlxxxlI bets (1)'
PREFLOP,"['Kd', '2s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['7s', '9h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['6c', 'Qc']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '7h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2h', '9h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['7s', '8s']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['7s', '3s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Qc', '9h']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['6c', '7h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['6d', '4d']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['9c', 'Ac']",-1,0.19,-1, 'Player IlxxxlI calls (1)'
FLOP,"['9c', 'Ac']","['Qd', '2c', 'Tc']",0.14339319217367996,9, 'Player IlxxxlI checks'
PREFLOP,"['As', '2c']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['9s', '6s']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['Js', '7h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6d', 'Ac']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6s', '7s']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['4d', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '6h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '2s']",-1,-0.09,-1, 'Player IlxxxlI calls (1)'
FLOP,"['Ks', '2s']","['8d', 'Ts', '7h']",0.0743768426695256,9, 'Player IlxxxlI checks'
PREFLOP,"['8h', 'Ac']",-1,-0.07,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['3h', 'Ks']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['6s', 'Qc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4d', 'Kh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4c', 'Kd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ts', 'Qh']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['Js', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qc', '7d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8s', '3d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7c', '8d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '2c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['3d', 'Tc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3c', 'Jd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5s', '9d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5h', '9h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5s', 'Qd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '8s']",-1,-0.02,-1, 'Player IlxxxlI raises (0.62)'
PREFLOP,"['Qc', '3d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Tc', 'Jh']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['Ac', '7d']",-1,-0.10,-1, 'Player IlxxxlI calls (0.15)'
FLOP,"['Ac', '7d']","['Kc', 'Jh', '7s']",0.34776199410345754,8, 'Player IlxxxlI checks'
TURN,"['Ac', '7d']","['Kc', 'Jh', '7s', 'Qd']",0.3478960064325918,8, 'Player IlxxxlI checks'
RIVER,"['Ac', '7d']","['Kc', 'Jh', '7s', 'Qd', 'Ts']",0.7855802733851515,5, 'Player IlxxxlI checks'
PREFLOP,"['9s', '8d']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['3s', '9h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jd', '8h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['5c', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Th', '4c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5d', 'Kh']",-1,-0.13,-1, 'Player IlxxxlI calls (0.75)'
FLOP,"['5d', 'Kh']","['Ad', 'Ks', '8d']",0.5199678370410078,8, 'Player IlxxxlI checks'
TURN,"['5d', 'Kh']","['Ad', 'Ks', '8d', '9c']",0.5211739480032163,8, 'Player IlxxxlI bets (1.55)'
PREFLOP,"['5h', 'Kc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8s', '5c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['4d', '9s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '2c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['3s', '4c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['6c', '7d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['3c', '6c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['As', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8c', '6h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'Kh']",-1,1.67,-1, 'Player IlxxxlI raises (1.25)'
PREFLOP,"['Ac', '5h']",-1,-0.12,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['Ac', '5h']","['Kc', '2h', '3d']",0.14928973465558837,9, 'Player IlxxxlI checks'
TURN,"['Ac', '5h']","['Kc', '2h', '3d', '6d']",0.15022782095952825,9, 'Player IlxxxlI bets (1.98)'
PREFLOP,"['Kh', 'Jc']",-1,0.08,-1,Player IlxxxlI folds
PREFLOP,"['9s', '3h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3d', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8d', 'Kh']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ad', '2c']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['5s', 'Qs']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['Ad', 'As']",-1,2.32,-1, 'Player IlxxxlI raises (1.50)'
FLOP,"['Ad', 'As']","['3h', '3c', '3d']",0.9599303135888502,3, 'Player IlxxxlI checks'
TURN,"['Ad', 'As']","['3h', '3c', '3d', '9h']",0.9599303135888502,3, 'Player IlxxxlI calls (0.50)'
PREFLOP,"['6d', 'Tc']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Jh', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Js']",-1,-0.03,-1, 'Player IlxxxlI raises (1.25)'
PREFLOP,"['9h', 'As']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['3h', 'Js']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9c', 'Jd']",-1,-0.09,-1, 'Player IlxxxlI checks'
FLOP,"['9c', 'Jd']","['2s', '5s', '9d']",0.38541945859019033,8, 'Player IlxxxlI bets (0.40)'
TURN,"['9c', 'Jd']","['2s', '5s', '9d', 'Kc']",0.3977485928705441,8, 'Player IlxxxlI checks'
PREFLOP,"['2d', '9h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jc', 'Jh']",-1,0.86,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['2d', 'Kh']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['4s', 'Tc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jc', 'Ah']",-1,0.19,-1, 'Player IlxxxlI raises (2)'
PREFLOP,"['Kc', '2h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['5h', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['As', 'Ah']",-1,2.32,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['5h', '8s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Js', '9s']",-1,0.04,-1, 'Player IlxxxlI raises (1.40)'
PREFLOP,"['5c', 'Ac']",-1,0.08,-1, 'Player IlxxxlI calls (0.75)'
FLOP,"['5c', 'Ac']","['9s', '8h', '5s']",0.2843741624229429,8, 'Player IlxxxlI checks'
PREFLOP,"['Qh', 'Jc']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['Qc', 'Ah']",-1,0.31,-1, 'Player IlxxxlI raises (6.25)'
FLOP,"['Qc', 'Ah']","['3c', 'Ts', '9s']",0.1435272045028143,9, 'Player IlxxxlI checks'
TURN,"['Qc', 'Ah']","['3c', 'Ts', '9s', '3s']",0.22849102117394804,8, 'Player IlxxxlI checks'
RIVER,"['Qc', 'Ah']","['3c', 'Ts', '9s', '3s', '3h']",0.6868131868131868,6, 'Player IlxxxlI checks'
PREFLOP,"['Qh', 'Jd']",-1,0.03,-1, 'Player IlxxxlI calls (1)'
FLOP,"['Qh', 'Jd']","['Kc', 'Ts', 'Jh']",0.4584561779683731,8, 'Player IlxxxlI checks'
TURN,"['Qh', 'Jd']","['Kc', 'Ts', 'Jh', '6c']",0.4584561779683731,8, 'Player IlxxxlI calls (2)'
RIVER,"['Qh', 'Jd']","['Kc', 'Ts', 'Jh', '6c', '5d']",0.4584561779683731,8,Player IlxxxlI folds
PREFLOP,"['5h', '3s']",-1,-0.12,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['5h', '3s']","['Ks', '8h', 'Tc']",0.07357276869471996,9, 'Player IlxxxlI checks'
PREFLOP,"['5c', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jc', 'Kh']",-1,0.08,-1,Player IlxxxlI folds
PREFLOP,"['3s', 'Kd']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['3d', '2h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Td', '6s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Jh', 'Qd']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['Ad', '7d']",-1,0.08,-1, 'Player IlxxxlI calls (1)'
FLOP,"['Ad', '7d']","['3h', '8d', 'Jh']",0.12597158938622355,9, 'Player IlxxxlI checks'
PREFLOP,"['4s', '3d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4c', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5s', 'Jh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['7c', 'Ts']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '4h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '6s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8c', 'Qc']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '8s']",-1,-0.02,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['Qs', '8s']","['9s', 'Tc', 'Kh']",0.10024122219244169,9, 'Player IlxxxlI checks'
TURN,"['Qs', '8s']","['9s', 'Tc', 'Kh', '3h']",0.10024122219244169,9,Player IlxxxlI folds
PREFLOP,"['6d', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', 'Ah']",-1,-0.10,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['7s', 'Ah']","['4c', '5c', '3d']",0.10600375234521575,9, 'Player IlxxxlI checks'
TURN,"['7s', 'Ah']","['4c', '5c', '3d', '9c']",0.11163227016885557,9, 'Player IlxxxlI checks'
PREFLOP,"['4c', '2d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qd', 'As']",-1,0.31,-1,'Player IlxxxlI raises (1.25)'
PREFLOP,"['5s', 'Ts']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '4s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qc', '9s']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['8c', 'Ah']",-1,-0.07,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['Kd', 'Qh']",-1,0.16,-1, 'Player IlxxxlI raises (1.90)'
PREFLOP,"['Qc', '6d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Tc']",-1,-0.10,-1,Player IlxxxlI folds
